location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
?,11-07-2016 12:29,-200,-200,-80,-200,-77,-56,-81,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:29,-200,-200,-80,-200,-78,-56,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-81,-200,-74,-63,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-75,-56,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-82,-56,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-81,-62,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-81,-61,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-81,-58,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-80,-58,-200,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-200,-80,-59,-76,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-84,-56,-76,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-80,-56,-76,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-80,-61,-76,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-200,-67,-79,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-77,-200,-73,-73,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-77,-200,-73,-73,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-200,-73,-79,-78,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-200,-78,-200,-70,-69,-78,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-79,-200,-200,-200,-71,-69,-78,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-79,-200,-200,-84,-200,-69,-78,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-79,-200,-200,-84,-200,-69,-76,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-79,-200,-200,-84,-77,-77,-76,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-81,-200,-80,-84,-77,-76,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-200,-200,-80,-84,-77,-69,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-80,-80,-87,-77,-69,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-80,-80,-82,-73,-62,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-80,-80,-87,-74,-63,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-200,-200,-80,-77,-81,-78,-72,-200,-200,-200,-200,-200,-200
?,11-07-2016 12:28,-81,-200,-80,-76,-200,-79,-79,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-67,-75,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-69,-75,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-72,-75,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-69,-75,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-70,-80,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-66,-80,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
?,08-01-2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-77,-83,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-77,-79,-75,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-77,-79,-75,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-80,-200,-200,-77,-200,-75,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-80,-200,-200,-77,-200,-75,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-80,-200,-200,-200,-200,-72,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-80,-200,-200,-200,-200,-72,-83,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-79,-200,-200,-200,-200,-72,-83,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-80,-200,-200,-200,-200,-78,-83,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-83,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-84,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-82,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-77,-200,-81,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-81,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-78,-200,-76,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-80,-200,-81,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-76,-200,-81,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-73,-200,-81,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-200,-200,-200,-77,-200,-81,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-78,-200,-200,-73,-200,-78,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-78,-200,-200,-70,-200,-78,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-78,-200,-200,-64,-200,-84,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-78,-200,-200,-64,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-200,-200,-79,-200,-200,-68,-200,-82,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-80,-200,-79,-200,-200,-66,-200,-82,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-80,-200,-81,-200,-200,-62,-200,-82,-200,-200,-200
?,08-01-2016 11:44,-200,-200,-80,-200,-77,-200,-200,-63,-200,-82,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-80,-200,-73,-200,-200,-63,-200,-87,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-80,-200,-73,-200,-200,-70,-200,-77,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-200,-200,-77,-200,-200,-75,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-200,-200,-75,-200,-200,-71,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-81,-200,-200,-200,-84,-200,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-81,-200,-200,-200,-81,-200,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-80,-200,-200,-200,-81,-200,-200,-77,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-82,-200,-200,-79,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-71,-200,-200,-200,-86,-200,-200,-79,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-70,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-66,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-66,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200
?,08-01-2016 11:44,-72,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200
?,08-01-2016 11:44,-73,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200
?,08-01-2016 11:44,-74,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200
?,08-01-2016 11:44,-77,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200
?,08-01-2016 11:44,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:44,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:43,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,08-01-2016 11:43,-81,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,08-01-2016 11:43,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,08-01-2016 11:43,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,08-01-2016 11:43,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,08-01-2016 11:43,-200,-200,-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200
?,08-01-2016 11:43,-200,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200
?,7-28-2016 15:38:22,-200,-83,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:21,-200,-83,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:20,-200,-83,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:19,-200,-83,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:18,-200,-85,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:17,-200,-75,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:16,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:15,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:38:00,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:59,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:58,-200,-200,-200,-200,-79,-78,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:57,-200,-200,-200,-200,-76,-78,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:56,-200,-200,-200,-200,-76,-78,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:55,-200,-200,-200,-200,-80,-78,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:54,-200,-200,-200,-200,-82,-75,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:53,-200,-200,-200,-200,-82,-75,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 15:37:52,-200,-200,-200,-200,-80,-81,-200,-80,-200,-200,-200,-200,-200
?,7-28-2016 15:37:51,-200,-200,-200,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:50,-200,-200,-200,-200,-82,-79,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:49,-200,-200,-200,-200,-81,-80,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:48,-200,-200,-200,-200,-81,-69,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:47,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:46,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:45,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:44,-200,-200,-200,-200,-82,-74,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:43,-200,-200,-200,-200,-82,-67,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:42,-200,-200,-79,-200,-82,-67,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:41,-200,-200,-79,-200,-82,-67,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:40,-200,-200,-79,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:39,-200,-200,-79,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:38,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 15:37:37,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:24,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:23,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:22,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:21,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:20,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:19,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:18,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:17,-200,-200,-200,-79,-200,-200,-72,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:16,-200,-200,-200,-79,-200,-200,-72,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:15,-200,-200,-200,-79,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:14,-200,-200,-200,-79,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:13,-200,-200,-200,-84,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:12,-200,-200,-200,-79,-200,-200,-75,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:11,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:10,-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:09,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:08,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:07,-200,-200,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:06,-200,-200,-200,-79,-200,-200,-71,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:05,-200,-200,-200,-79,-200,-200,-71,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:04,-200,-200,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:03,-200,-200,-200,-78,-200,-200,-78,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:02,-200,-200,-200,-78,-200,-200,-72,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:01,-200,-200,-81,-78,-200,-200,-72,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:16:00,-200,-200,-81,-86,-200,-200,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:59,-200,-200,-81,-70,-200,-200,-78,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:58,-200,-200,-81,-70,-200,-200,-78,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:57,-200,-200,-80,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:56,-200,-200,-80,-74,-200,-200,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:55,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:54,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:53,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:52,-200,-83,-81,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:51,-200,-83,-81,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:50,-200,-83,-81,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:49,-200,-83,-81,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:48,-200,-86,-85,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:47,-200,-86,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:46,-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:45,-200,-200,-80,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:44,-200,-200,-79,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:43,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:42,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:41,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:40,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:39,-200,-200,-200,-76,-200,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:38,-200,-200,-81,-78,-200,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:37,-200,-200,-81,-71,-200,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:36,-200,-200,-81,-71,-200,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:35,-200,-200,-81,-81,-200,-78,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:34,-200,-200,-81,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:33,-200,-200,-80,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:32,-82,-200,-200,-200,-81,-69,-200,-80,-200,-200,-200,-200,-200
?,7-28-2016 14:15:31,-82,-200,-200,-200,-81,-64,-200,-80,-200,-200,-200,-200,-200
?,7-28-2016 14:15:30,-82,-200,-200,-200,-81,-58,-200,-80,-200,-200,-200,-200,-200
?,7-28-2016 14:15:29,-82,-200,-200,-200,-81,-58,-81,-80,-200,-200,-200,-200,-200
?,7-28-2016 14:15:28,-79,-200,-200,-200,-81,-61,-81,-80,-200,-200,-200,-200,-200
?,7-28-2016 14:15:27,-79,-200,-200,-83,-80,-68,-81,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:15:26,-200,-200,-200,-83,-82,-68,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:25,-200,-200,-200,-83,-82,-70,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:24,-200,-200,-200,-83,-80,-70,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:23,-82,-200,-200,-81,-80,-78,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:22,-82,-200,-200,-81,-77,-78,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:21,-82,-200,-200,-86,-77,-74,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:20,-82,-200,-200,-86,-79,-74,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:19,-81,-200,-200,-85,-83,-82,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:18,-88,-200,-200,-87,-82,-81,-80,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:17,-200,-79,-200,-200,-75,-75,-81,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:16,-200,-79,-200,-200,-75,-75,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:15,-200,-79,-200,-200,-76,-78,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:14,-200,-79,-200,-200,-76,-81,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 14:15:13,-200,-81,-81,-200,-76,-78,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 14:15:12,-200,-78,-81,-200,-76,-79,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 14:15:11,-79,-200,-81,-200,-72,-79,-200,-81,-200,-200,-200,-200,-200
?,7-28-2016 14:15:10,-79,-200,-81,-200,-71,-79,-200,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:15:09,-79,-200,-81,-200,-74,-200,-200,-78,-200,-200,-200,-200,-200
?,7-28-2016 14:15:08,-79,-200,-81,-200,-74,-200,-200,-78,-200,-200,-200,-200,-200
?,7-28-2016 14:15:07,-81,-200,-200,-200,-77,-200,-200,-79,-200,-200,-200,-200,-200
?,7-28-2016 14:15:06,-77,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:05,-77,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:04,-78,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:03,-81,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:02,-78,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:01,-78,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:15:00,-72,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:59,-74,-200,-200,-200,-84,-200,-200,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:14:58,-75,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:14:57,-76,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:14:56,-70,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200
?,7-28-2016 14:14:55,-77,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200
?,7-28-2016 14:14:54,-77,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
?,7-28-2016 14:14:53,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:52,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:51,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:50,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:49,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:48,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:47,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,7-28-2016 14:14:46,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
